category,city,fax,name,country,address2,address,brand,phone,state,postal_code,location,last_checked,location_geocells,image_url,id
3,Pasadena,(626) 584-1390,Sheraton Pasadena Hotel,United States,,303 East Cordova Street,sheraton,(626) 449-4000,California,91101,"34.142997,-118.144372",2010-09-23T20:48:31,"[u'8', u'8e', u'8e4', u'8e45', u'8e45d', u'8e45d5', u'8e45d5f', u'8e45d5fa', u'8e45d5fa1', u'8e45d5fa17', u'8e45d5fa176', u'8e45d5fa1763', u'8e45d5fa1763a']",http://www.starwoodhotels.com/pub/media/1196/she1196ex.73548_tn.jpg,1196
1,Changshu,(86)(512) 5280 3588,Four Points by Sheraton Changshu,China,,176 Zhujiang Road,fourpoints,(86)(512) 5298 8888,Jiangsu,215500,"31.6642295,120.7568457",2010-09-23T12:49:56,"[u'd', u'd9', u'd9b', u'd9b3', u'd9b35', u'd9b351', u'd9b351d', u'd9b351d5', u'd9b351d58', u'd9b351d583', u'd9b351d583d', u'd9b351d583d0', u'd9b351d583d05']",http://www.starwoodhotels.com/pub/media/1756/fpt1756ex.61429_tn.jpg,1756
2,Cairo,(20)(2) 3377 1730,Le Méridien Pyramids,Egypt,PO Box 25 Pyramids,El Remaya Square - Pyramids,lemeridien,(20)(2) 3377 7070,,12561,"29.988846,31.130469",2010-09-23T10:52:53,"[u'c', u'c9', u'c99', u'c99c', u'c99c8', u'c99c8c', u'c99c8c2', u'c99c8c2d', u'c99c8c2d8', u'c99c8c2d86', u'c99c8c2d868', u'c99c8c2d868b', u'c99c8c2d868b0']",http://www.starwoodhotels.com/pub/media/1807/aime1807gr7_tn.jpg,1807
3,Nadi,(679) 675 0259,"The Westin Denarau Island Resort & Spa, Fiji",Fiji,P.O. Box 9081,Denarau Island North,westin,(679) 675 0000,,,"-17.760045,177.363082",2010-09-22T16:29:57,"[u'7', u'7d', u'7d7', u'7d7c', u'7d7c8', u'7d7c8b', u'7d7c8bf', u'7d7c8bf7', u'7d7c8bf7f', u'7d7c8bf7f5', u'7d7c8bf7f51', u'7d7c8bf7f51e', u'7d7c8bf7f51ee']",http://www.starwoodhotels.com/pub/media/202/wes202lo.47339_tn.jpg,202
4,Sofia,(359)(2) 9806464,Sheraton Sofia Hotel Balkan,Bulgaria,,5 Sveta Nedelya Square,luxury,(359)(2) 9816541,,1000,"42.697056,23.322194",2010-09-22T00:54:23,"[u'c', u'cb', u'cba', u'cba0', u'cba0c', u'cba0cb', u'cba0cb9', u'cba0cb93', u'cba0cb93c', u'cba0cb93c4', u'cba0cb93c47', u'cba0cb93c479', u'cba0cb93c4790']",http://www.starwoodhotels.com/pub/media/186/lux186ex.73528_tn.jpg,186
3,Fort Lauderdale,(954) 772-6867,The Westin Fort Lauderdale,United States,,400 Corporate Drive,westin,(954) 772-1331,Florida,33334,"26.204431,-80.138016",2010-09-23T06:32:05,"[u'9', u'98', u'983', u'9837', u'98372', u'983720', u'9837202', u'98372025', u'983720259', u'983720259b', u'983720259ba', u'983720259ba3', u'983720259ba3f']",http://www.starwoodhotels.com/pub/media/1016/wes1016ex.70775_tn.jpg,1016
3,Marrakech,(212)(524) 447446,Le Méridien N'Fis,Morocco,,Avenue Mohammed VI,lemeridien,(212)(524) 339400,,40000,"31.61909,-8.00753",2010-09-23T12:45:56,"[u'9', u'9d', u'9de', u'9de4', u'9de4b', u'9de4ba', u'9de4bad', u'9de4bad4', u'9de4bad41', u'9de4bad418', u'9de4bad4189', u'9de4bad41894', u'9de4bad41894a']",http://www.starwoodhotels.com/pub/media/1817/mer1817ex.74889_tn.jpg,1817
4,Mumbai,(91)(22) 28303131,"ITC Maratha, Mumbai",India,Andheri (East),"Sahar Airport Road, Near International Airport",luxury,(91)(22) 28303030,Maharashtra,400099,"19.10399,72.8695",2010-09-22T23:11:36,"[u'c', u'c7', u'c78', u'c78f', u'c78f5', u'c78f59', u'c78f598', u'c78f598b', u'c78f598b9', u'c78f598b95', u'c78f598b95f', u'c78f598b95f0', u'c78f598b95f0f']",http://www.starwoodhotels.com/pub/media/1349/she1349gr.49384_tn.jpg,1349
4,Colonia Del Sacramento,(598) 52 29001,Sheraton Colonia Golf & Spa Resort,Uruguay,,Continuación de la Rambla de Las Américas S/N,sheraton,(598) 52 29000,,70000,"-34.4496,-57.84173",2010-09-22T14:13:24,"[u'3', u'31', u'31b', u'31be', u'31be5', u'31be51', u'31be515', u'31be5156', u'31be51562', u'31be515625', u'31be515625d', u'31be515625d0', u'31be515625d08']",http://www.starwoodhotels.com/pub/media/1534/she1534ex.27951_tn.jpg,1534
4,Dubai,(971)(4) 295 6464,Al Sondos Suites by Le Méridien,United Arab Emirates,PO Box 113562,"Opp Deira City Center, Deira",lemeridien,(971)(4) 294 9797,,,"25.25,55.3",2010-09-23T04:54:45,"[u'c', u'cc', u'cc1', u'cc1f', u'cc1fb', u'cc1fb9', u'cc1fb98', u'cc1fb987', u'cc1fb9870', u'cc1fb9870a', u'cc1fb9870af', u'cc1fb9870afc', u'cc1fb9870afcd']",http://www.starwoodhotels.com/pub/media/1902/mer1902ex.70377_tn.jpg,1902
2,St. Louis,(314) 434-0140,Sheraton Westport Chalet Hotel St. Louis,United States,,191 Westport Plaza,sheraton,(314) 878-1500,Missouri,63146,"38.702148,-90.44774",2010-09-22T00:58:23,"[u'8', u'8f', u'8f7', u'8f7f', u'8f7f4', u'8f7f44', u'8f7f44d', u'8f7f44de', u'8f7f44de1', u'8f7f44de15', u'8f7f44de157', u'8f7f44de1573', u'8f7f44de1573d']",http://www.starwoodhotels.com/pub/media/795/she795ex.37512_tn.jpg,795
5,Scottsdale,(480) 624-1701,"The Westin Kierland Villas, Scottsdale",United States,,15620 North Clubgate Drive,westin,(480) 624-1700,Arizona,85254,"33.628915,-111.938196",2010-09-23T17:48:54,"[u'8', u'8d', u'8da', u'8daa', u'8daab', u'8daab6', u'8daab61', u'8daab61e', u'8daab61eb', u'8daab61eb8', u'8daab61eb89', u'8daab61eb899', u'8daab61eb8995']",http://www.starwoodhotels.com/pub/media/5639/svo5639gr.41629_tn.jpg,5639
3,Maspalomas,(34)(928) 943 010,Sheraton Salobre Golf Resort & Spa,Spain,Gran Canaria,Urbanizacion Salobre Golf SN,sheraton,(34)(928) 943 000,Canary Islands,35100,"27.7741924,-15.5320505",2010-09-23T07:20:09,"[u'9', u'9d', u'9d3', u'9d3a', u'9d3ad', u'9d3ad5', u'9d3ad51', u'9d3ad510', u'9d3ad5103', u'9d3ad51035', u'9d3ad510356', u'9d3ad5103569', u'9d3ad51035697']",http://www.starwoodhotels.com/pub/media/1468/she1468po.34299_tn.jpg,1468
1,Bandung,(62)(22) 2500301,Sheraton Bandung Hotel & Towers,Indonesia,,Jalan Ir. H. Juanda No. 390,sheraton,(62)(22) 2500303,West Java,40135,"-6.87545,107.62087",2010-09-22T17:22:15,"[u'7', u'7a', u'7a7', u'7a78', u'7a784', u'7a784a', u'7a784a9', u'7a784a95', u'7a784a95d', u'7a784a95da', u'7a784a95dac', u'7a784a95dac2', u'7a784a95dac28']",http://www.starwoodhotels.com/pub/media/276/she276ex.82965_tn.jpg,276
2,Jacksonville,(904) 714-3999,Aloft Jacksonville Airport,United States,,751 Skymarks Drive,alofthotels,(904) 714-3800,Florida,32218,"30.4767709,-81.6339248",2010-09-23T11:53:43,"[u'9', u'98', u'989', u'989b', u'989b7', u'989b77', u'989b778', u'989b7784', u'989b77847', u'989b778475', u'989b7784755', u'989b77847555', u'989b77847555b']",http://www.starwoodhotels.com/pub/media/alf/alfex.72520_tn.jpg,3055
3,Kansas City,(816) 561-7330,Sheraton Suites Country Club Plaza,United States,,770 W 47th Street,sheraton,(816) 931-4400,Missouri,64112,"39.0424579,-94.5957565",2010-09-24T04:59:06,"[u'8', u'8f', u'8f7', u'8f7a', u'8f7ac', u'8f7ac5', u'8f7ac56', u'8f7ac56d', u'8f7ac56db', u'8f7ac56db9', u'8f7ac56db9f', u'8f7ac56db9f4', u'8f7ac56db9f4a']",http://www.starwoodhotels.com/pub/media/95/she95ex.33253tif_tn.jpg,95
3,Firenze,(39)(055) 680747,Sheraton Firenze Hotel & Conference Center,Italy,,Via Giovanni Agnelli 33,sheraton,(39)(055) 64901,,50126,"43.7478747,11.2888136",2010-09-22T01:02:24,"[u'c', u'ca', u'cae', u'cae8', u'cae80', u'cae80a', u'cae80a9', u'cae80a95', u'cae80a950', u'cae80a9503', u'cae80a9503a', u'cae80a9503a2', u'cae80a9503a27']",http://www.starwoodhotels.com/pub/media/305/she305ex.10758_tn.jpg,305
3,Brussels,(32)(2) 646 6344,Four Points by Sheraton Brussels,Belgium,,Rue Paul Spaak 15,fourpoints,(32)(2) 645 6111,,1000,"50.8280603,4.3651125",2010-09-22T01:06:24,"[u'e', u'e0', u'e08', u'e085', u'e0852', u'e08521', u'e08521c', u'e08521c6', u'e08521c6e', u'e08521c6ec', u'e08521c6ecb', u'e08521c6ecb8', u'e08521c6ecb8d']",http://www.starwoodhotels.com/pub/media/1140/fpt1140ex.71322_tn.jpg,1140
3,Tunis Carthage Cedex,(216)(71)782 208,Sheraton Tunis Hotel & Towers,Tunisia,B.P. 345,Avenue de la Ligue Arabe,sheraton,(216)(71) 782 100,,1080,"33.886917,9.537499",2010-09-23T19:22:23,"[u'c', u'ca', u'ca1', u'ca14', u'ca145', u'ca145a', u'ca145a4', u'ca145a42', u'ca145a42a', u'ca145a42a7', u'ca145a42a7d', u'ca145a42a7d7', u'ca145a42a7d7c']",http://www.starwoodhotels.com/pub/media/1483/she1483ex.28789_tn.jpg,1483
4,Weehawken,(201) 617-5627,Sheraton Lincoln Harbor Hotel,United States,,500 Harbor Boulevard,sheraton,(201) 617-5600,New Jersey,07086,"40.7587448,-74.0235105",2010-09-24T05:35:11,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7bb', u'9ac7bb7', u'9ac7bb7a', u'9ac7bb7ab', u'9ac7bb7ab4', u'9ac7bb7ab4f', u'9ac7bb7ab4fc', u'9ac7bb7ab4fc3']",http://www.starwoodhotels.com/pub/media/1177/na1177ex4_tn.jpg,1177
3,Charlotte,(704) 333-0699,Aloft Charlotte Uptown at the EpiCentre,United States,,210  East Trade Street,alofthotels,(704) 333-1999,North Carolina,28202,"35.225324,-80.842187",2010-09-23T22:24:51,"[u'9', u'9a', u'9a1', u'9a1c', u'9a1c4', u'9a1c42', u'9a1c428', u'9a1c4287', u'9a1c42870', u'9a1c42870c', u'9a1c42870c2', u'9a1c42870c29', u'9a1c42870c290']",http://www.starwoodhotels.com/pub/media/3007/alf3007ex.79854_tn.jpg,3007
3,Incheon,(82)(32) 835 1001,Sheraton Incheon Hotel,South Korea,,"6-9 Songdo-Dong, Yeonsu-Gu",sheraton,(82)(32) 835 1000,,406-840,"37.3863652,126.6388839",2010-09-24T04:27:02,"[u'd', u'db', u'db6', u'db66', u'db660', u'db6608', u'db6608d', u'db6608db', u'db6608dbf', u'db6608dbfe', u'db6608dbfe3', u'db6608dbfe37', u'db6608dbfe37e']",http://www.starwoodhotels.com/pub/media/3342/she3342ex.86814_tn.jpg,3342
4,Portland,(503) 222-9997,"the Nines, Portland",United States,,525 SW Morrison,luxury,(877) 229-9995,Oregon,97204,"45.5188806,-122.6778336",2010-09-22T01:14:25,"[u'a', u'a4', u'a44', u'a440', u'a440d', u'a440da', u'a440daa', u'a440daa5', u'a440daa5a', u'a440daa5ac', u'a440daa5acd', u'a440daa5acde', u'a440daa5acde4']",http://www.starwoodhotels.com/pub/media/1757/lux1757gr.69408_tn.jpg,1757
3,Toronto,(905) 672-7100,Sheraton Gateway Hotel in Toronto International Airport,Canada,,"Terminal 3, Toronto AMF, P.O. Box 3000",sheraton,(905) 672-7000,Ontario,L5P 1C4,"43.6691521,-79.6628408",2010-09-22T01:18:25,"[u'9', u'9a', u'9ab', u'9abd', u'9abd1', u'9abd13', u'9abd13c', u'9abd13cb', u'9abd13cb7', u'9abd13cb7b', u'9abd13cb7b0', u'9abd13cb7b0e', u'9abd13cb7b0ee']",http://www.starwoodhotels.com/pub/media/692/she692ex.78730_tn.jpg,692
6,Dana Point,(949) 234-3201,The St. Regis Monarch Beach,United States,,One Monarch Beach Resort,stregis,(949) 234-3200,California,92629,"33.482319,-117.715448",2010-09-23T16:36:03,"[u'8', u'8c', u'8cf', u'8cfa', u'8cfa9', u'8cfa92', u'8cfa92e', u'8cfa92ec', u'8cfa92ecc', u'8cfa92ecc0', u'8cfa92ecc0d', u'8cfa92ecc0dc', u'8cfa92ecc0dc6']",http://www.starwoodhotels.com/pub/media/1361/str1361ex.18625_tn.jpg,1361
4,Mahwah,(201) 529-4709,Sheraton Mahwah Hotel,United States,Route 17 North,1 International Boulevard,sheraton,(201) 529-1660,New Jersey,07495,"41.103884,-74.161448",2010-09-22T01:22:25,"[u'9', u'9a', u'9ac', u'9acd', u'9acd3', u'9acd3a', u'9acd3a2', u'9acd3a27', u'9acd3a273', u'9acd3a273b', u'9acd3a273b2', u'9acd3a273b2e', u'9acd3a273b2e8']",http://www.starwoodhotels.com/pub/media/868/she868ex.24929_tn.jpg,868
6,Barcelona,(34) 93 3123506,W Barcelona,Spain,Final Passeig de Joan de Borbo,"Placa de la Rosa dels Vents, 1",whotels,(34)(93) 295 2800,,08039,"41.6706257,1.8399197",2010-09-22T01:26:27,"[u'c', u'ca', u'ca8', u'ca8b', u'ca8b3', u'ca8b30', u'ca8b305', u'ca8b305e', u'ca8b305ef', u'ca8b305ef5', u'ca8b305ef5a', u'ca8b305ef5ae', u'ca8b305ef5aeb']",http://www.starwoodhotels.com/pub/media/3183/who3183ex.88745_tn.jpg,3183
2,Kuala Lumpur,(60)(3) 2717 9999,Sheraton Imperial Kuala Lumpur Hotel,Malaysia,,Jalan Sultan Ismail,sheraton,(60)(3) 2717 9900,,50250,"3.155552,101.705252",2010-09-22T18:38:43,"[u'd', u'd0', u'd06', u'd060', u'd0603', u'd0603b', u'd0603ba', u'd0603ba4', u'd0603ba4f', u'd0603ba4fc', u'd0603ba4fc2', u'd0603ba4fc28', u'd0603ba4fc28b']",http://www.starwoodhotels.com/pub/media/129/she129lo.54258_tn.jpg,129
2,Midwest City,(405) 455-1880,Sheraton Midwest City Hotel at the Reed Conference Center,United States,,5750 Will Rogers Road,sheraton,(405) 455-1800,Oklahoma,73110,"35.4476184,-97.4225527",2010-09-24T01:30:19,"[u'8', u'8f', u'8f4', u'8f4c', u'8f4c6', u'8f4c6d', u'8f4c6dc', u'8f4c6dc8', u'8f4c6dc85', u'8f4c6dc852', u'8f4c6dc8522', u'8f4c6dc85227', u'8f4c6dc85227d']",http://www.starwoodhotels.com/pub/media/1494/she1494ex.36346_tn.jpg,1494
4,Alexandria,(703) 548-4514,Sheraton Suites Old Town Alexandria,United States,,801 North Saint Asaph Street,sheraton,(703) 836-4700,Virginia,22314,"38.813165,-77.043502",2010-09-22T01:30:27,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b0', u'9a6b0f', u'9a6b0f1', u'9a6b0f1e', u'9a6b0f1e6', u'9a6b0f1e6e', u'9a6b0f1e6e4', u'9a6b0f1e6e42', u'9a6b0f1e6e424']",http://www.starwoodhotels.com/pub/media/90/she90ex.71271_tn.jpg,90
3,Izmir,(90)(232) 723 1856,"Sheraton Cesme Hotel, Resort and Spa",Turkey,Cesme,"Sifne Caddesi, No. 35, llica",sheraton,(90)(232) 723 1240,,35940,"38.30601,26.36841",2010-09-22T01:34:27,"[u'c', u'cb', u'cb2', u'cb2c', u'cb2c7', u'cb2c7a', u'cb2c7a8', u'cb2c7a88', u'cb2c7a88a', u'cb2c7a88a5', u'cb2c7a88a5c', u'cb2c7a88a5c8', u'cb2c7a88a5c8f']",http://www.starwoodhotels.com/pub/media/1353/she1353ex.53324_tn.jpg,1353
4,St. Julians,(356)(21) 381347,"The Westin Dragonara Resort, Malta",Malta,,Dragonara Road,westin,(356)(21) 381000,,STJ 02,"35.92515,14.49249",2010-09-24T02:30:50,"[u'c', u'ca', u'ca4', u'ca4e', u'ca4e1', u'ca4e12', u'ca4e127', u'ca4e127e', u'ca4e127eb', u'ca4e127eba', u'ca4e127eba1', u'ca4e127eba1c', u'ca4e127eba1cd']",http://www.starwoodhotels.com/pub/media/1107/wes1107gr.62830_tn.jpg,1107
4,Hyderabad,(91)(40) 23401045,"ITC Kakatiya, Hyderabad",India,,"63-3-1187, Begumpet",luxury,(91)(40) 23400132,Andhra Pradesh,500016,"17.444865,78.469396",2010-09-22T21:55:18,"[u'c', u'c7', u'c79', u'c795', u'c795f', u'c795f0', u'c795f0f', u'c795f0fa', u'c795f0fa7', u'c795f0fa7e', u'c795f0fa7ec', u'c795f0fa7ece', u'c795f0fa7ece7']",http://www.starwoodhotels.com/pub/media/1119/she1119ex.37250_tn.jpg,1119
3,Philadelphia,(215) 448-2864,Sheraton Philadelphia City Center Hotel,United States,,17th & Race Street,sheraton,(215) 448-2000,Pennsylvania,19103,"39.956841,-75.167597",2010-09-22T01:38:35,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4e', u'9ac4e2', u'9ac4e25', u'9ac4e25a', u'9ac4e25aa', u'9ac4e25aa6', u'9ac4e25aa66', u'9ac4e25aa66a', u'9ac4e25aa66a8']",http://www.starwoodhotels.com/pub/media/1776/she1776ex.73424_tn.jpg,1776
4,Atlanta,(404) 365-8787,The Westin Buckhead Atlanta,United States,,"3391 Peachtree Road, N.E.",westin,(404) 365-0065,Georgia,30326,"33.8488938,-84.3644506",2010-09-23T19:02:19,"[u'9', u'9a', u'9a1', u'9a10', u'9a100', u'9a1008', u'9a10082', u'9a100821', u'9a1008215', u'9a10082154', u'9a100821544', u'9a1008215447', u'9a1008215447c']",http://www.starwoodhotels.com/pub/media/1485/wes1485ex.20151_tn.jpg,1485
3,Chiang Rai,(66)(53) 603 330,"Le Méridien Chiang Rai Resort, Thailand",Thailand,"Tambon Robwieng, Amphur Muang",221 / 2 Moo 20 Kwaewai Road,lemeridien,(66)(53) 603 333,,57000,"19.9094444,99.8275",2010-09-23T00:11:51,"[u'd', u'd2', u'd2b', u'd2b4', u'd2b47', u'd2b477', u'd2b4775', u'd2b47751', u'd2b47751a', u'd2b47751a0', u'd2b47751a0e', u'd2b47751a0ec', u'd2b47751a0ecc']",http://www.starwoodhotels.com/pub/media/3160/mer3160ex.85545_tn.jpg,3160
4,Alexandria,(703) 253-8605,The Westin Alexandria,United States,,400 Courthouse Square,westin,(703) 253-8600,Virginia,22314-5700,"38.802929,-77.065267",2010-09-22T01:42:35,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b0', u'9a6b0d', u'9a6b0da', u'9a6b0dae', u'9a6b0daec', u'9a6b0daecf', u'9a6b0daecf2', u'9a6b0daecf2e', u'9a6b0daecf2e0']",http://www.starwoodhotels.com/pub/media/1718/wes1718ex.54452_tn.jpg,1718
4,Douala,(237) (3) 342 3507,Le Méridien Douala,Cameroon,PO Box 3232,35 Avenue des Cocotiers,lemeridien,(237) (3) 343 5000,,,"4.036961,9.6828762",2010-09-22T18:46:43,"[u'c', u'c0', u'c03', u'c036', u'c036d', u'c036de', u'c036dea', u'c036dea6', u'c036dea6e', u'c036dea6e7', u'c036dea6e71', u'c036dea6e714', u'c036dea6e7144']",http://www.starwoodhotels.com/pub/media/1804/mer1804wn.48005_tn.jpg,1804
4,New Delhi,(91)(11) 371 6996,Le Méridien New Delhi,India,,Windsor Place,lemeridien,(91)(11) 23710101,New Delhi,,"28.6198536,77.2182892",2010-09-23T08:44:31,"[u'c', u'cd', u'cd9', u'cd94', u'cd94d', u'cd94de', u'cd94de6', u'cd94de61', u'cd94de610', u'cd94de610c', u'cd94de610cc', u'cd94de610ccb', u'cd94de610ccb8']",http://www.starwoodhotels.com/pub/media/1831/mer1831ex.85363_tn.jpg,1831
4,Lake Mary,(407) 531-3553,"The Westin Lake Mary, Orlando North",United States,,2974 International Parkway,westin,(407) 531-3555,Florida,32746,"28.7726646,-81.3589105",2010-09-23T08:52:32,"[u'9', u'98', u'989', u'9894', u'9894a', u'9894ac', u'9894ac9', u'9894ac9b', u'9894ac9ba', u'9894ac9ba0', u'9894ac9ba0f', u'9894ac9ba0fd', u'9894ac9ba0fdd']",http://www.starwoodhotels.com/pub/media/3088/wes3088ex.86330_tn.jpg,3088
4,New Orleans,(504) 581-7179,W New Orleans,United States,,333 Poydras Street,whotels,(504) 525-9444,Louisiana,70130,"29.948818,-90.066444",2010-09-23T10:36:46,"[u'8', u'8d', u'8dd', u'8ddd', u'8dddd', u'8dddd7', u'8dddd78', u'8dddd785', u'8dddd7855', u'8dddd78554', u'8dddd785549', u'8dddd7855495', u'8dddd78554951']",http://www.starwoodhotels.com/pub/media/2030/who2030lo.82346_tn.jpg,2030
2,Monterrey,(52)(81) 8389 1640,Four Points by Sheraton Galerias Monterrey,Mexico,Col. Vista Hermosa,Ave Insurgentes 3961,fourpoints,(52)(81) 8389 1600,Nuevo Leon,64640,"25.6819042,-100.3567547",2010-09-23T05:27:55,"[u'8', u'8d', u'8d6', u'8d60', u'8d60c', u'8d60c4', u'8d60c42', u'8d60c42c', u'8d60c42c6', u'8d60c42c6b', u'8d60c42c6bf', u'8d60c42c6bf8', u'8d60c42c6bf8a']",http://www.starwoodhotels.com/pub/media/1441/fpt1441ex.50203_tn.jpg,1441
5,Port Harcourt,(234)(84) 461 771,Le Méridien Ogeyi Place,Nigeria,GRA Phase II,45 Tombia Street,lemeridien,(234)(84) 461 770,Rivers State,,"4.8240042,6.9946589",2010-09-22T18:58:46,"[u'c', u'c0', u'c03', u'c038', u'c038f', u'c038f7', u'c038f7e', u'c038f7e1', u'c038f7e13', u'c038f7e133', u'c038f7e133b', u'c038f7e133b6', u'c038f7e133b6e']",http://www.starwoodhotels.com/pub/media/1818/mer1818ex.88392_tn.jpg,1818
4,Dammam,(966)(3) 834 9872,Sheraton Dammam Hotel & Towers,Saudi Arabia,P.O. Box 5397,1st Street,sheraton,(966)(3) 834 5555,,31422,"26.432606,50.1179217",2010-09-23T06:44:05,"[u'c', u'cc', u'cc2', u'cc27', u'cc27c', u'cc27c6', u'cc27c62', u'cc27c62f', u'cc27c62fe', u'cc27c62fe7', u'cc27c62fe70', u'cc27c62fe702', u'cc27c62fe7023']",http://www.starwoodhotels.com/pub/media/1186/she1186ex.91998_tn.jpg,1186
1,Chambersburg,(717) 263-4752,Four Points by Sheraton Chambersburg,United States,,1123 Lincoln Way East,fourpoints,(717) 263-9191,Pennsylvania,17201,"39.9286102,-77.6337802",2010-09-22T01:46:35,"[u'9', u'9a', u'9ac', u'9ac0', u'9ac0f', u'9ac0f0', u'9ac0f0c', u'9ac0f0c7', u'9ac0f0c78', u'9ac0f0c787', u'9ac0f0c7870', u'9ac0f0c78705', u'9ac0f0c787054']",http://www.starwoodhotels.com/pub/media/1165/fpt1165ex.61925_tn.jpg,1165
3,Greensboro,(336) 292-1407,Sheraton Greensboro at Four Seasons,United States,,3121 High Point Road,sheraton,(336) 292-9161,North Carolina,27407,"36.0420609,-79.840659",2010-09-24T02:50:53,"[u'9', u'9a', u'9a1', u'9a1f', u'9a1f2', u'9a1f25', u'9a1f254', u'9a1f2549', u'9a1f25499', u'9a1f254995', u'9a1f2549950', u'9a1f2549950f', u'9a1f2549950fc']",http://www.starwoodhotels.com/pub/media/1224/she1224ex.35287_tn.jpg,1224
3,Minnetonka,(952) 544-2090,Sheraton Minneapolis West Hotel,United States,,12201 Ridgedale Drive,sheraton,(952) 593-0000,Minnesota,55305,"44.9669459,-93.4329025",2010-09-24T06:39:19,"[u'8', u'8f', u'8ff', u'8ffb', u'8ffbe', u'8ffbea', u'8ffbea5', u'8ffbea5f', u'8ffbea5fa', u'8ffbea5faa', u'8ffbea5faa7', u'8ffbea5faa7f', u'8ffbea5faa7f0']",http://www.starwoodhotels.com/pub/media/1324/she1324ex.50686_tn.jpg,1324
4,Berlin,(49)(30) 20273362,"The Westin Grand, Berlin",Germany,,Friedrichstrasse 158-164,westin,(49)(30) 20270,,10117,"52.5157,13.389",2010-09-22T01:50:36,"[u'e', u'e0', u'e0c', u'e0c9', u'e0c9c', u'e0c9ca', u'e0c9ca1', u'e0c9ca11', u'e0c9ca113', u'e0c9ca113c', u'e0c9ca113c1', u'e0c9ca113c18', u'e0c9ca113c184']",http://www.starwoodhotels.com/pub/media/1105/wes1105ex.66423_tn.jpg,1105
4,Dublin,(353)(1) 645 1234,The Westin Dublin,Ireland,Westmoreland Street,at College Green,westin,(353)(1) 645 1000,,2,"53.3239158,-6.344307",2010-09-22T01:54:36,"[u'b', u'b5', u'b5c', u'b5cf', u'b5cfb', u'b5cfb7', u'b5cfb77', u'b5cfb779', u'b5cfb7798', u'b5cfb77988', u'b5cfb779887', u'b5cfb7798873', u'b5cfb77988735']",http://www.starwoodhotels.com/pub/media/1314/wes1314ex.78233_tn.jpg,1314
3,Tallahassee,(850) 513-0316,Aloft Tallahassee Downtown,United States,,200 North Monroe Street,alofthotels,(850) 513-0313,Florida,32308,"30.443639,-84.2807084",2010-09-23T11:49:43,"[u'9', u'98', u'989', u'989a', u'989a2', u'989a21', u'989a21a', u'989a21a1', u'989a21a10', u'989a21a10e', u'989a21a10e4', u'989a21a10e44', u'989a21a10e44b']",http://www.starwoodhotels.com/pub/media/3046/alf3046ex.83777_tn.jpg,3046
4,Stuttgart,(49)(711) 2221 2599,Le Méridien Stuttgart,Germany,,Willy-Brandt-Strasse 30,lemeridien,(49)(711) 2221 0,,70173,"48.78402,9.18901",2010-09-22T01:58:36,"[u'e', u'e0', u'e03', u'e036', u'e0366', u'e03668', u'e036684', u'e0366842', u'e0366842d', u'e0366842da', u'e0366842dad', u'e0366842dad4', u'e0366842dad45']",http://www.starwoodhotels.com/pub/media/1866/mer1866ex.61896_tn.jpg,1866
4,Ashburn,(703) 723-9140,Aloft Dulles Airport North,United States,,22390 Flagstaff Plaza,alofthotels,(703) 723-6969,Virginia,20148,"38.99664,-77.4818849",2010-09-22T02:02:38,"[u'9', u'9a', u'9a6', u'9a6a', u'9a6a7', u'9a6a7e', u'9a6a7e3', u'9a6a7e3c', u'9a6a7e3c5', u'9a6a7e3c5b', u'9a6a7e3c5be', u'9a6a7e3c5bec', u'9a6a7e3c5bec3']",http://www.starwoodhotels.com/pub/media/3140/alf3140lo.77932_tn.jpg,3140
2,Newark,(973) 465-7195,Sheraton Newark Airport Hotel,United States,,128 Frontage Road,sheraton,(973) 690-5500,New Jersey,07114,"40.7118403,-74.1706461",2010-09-22T02:06:38,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7b8', u'9ac7b82', u'9ac7b829', u'9ac7b829c', u'9ac7b829ce', u'9ac7b829ce9', u'9ac7b829ce99', u'9ac7b829ce999']",http://www.starwoodhotels.com/pub/media/796/she796lo.57057_tn.jpg,796
2,Dresden,(49)(351) 8731499,Four Points by Sheraton Königshof,Germany,,Kreischaer Strasse 2,fourpoints,(49)(351) 87310,,01219,"51.02766,13.75995",2010-09-22T02:10:39,"[u'e', u'e0', u'e0c', u'e0c1', u'e0c1d', u'e0c1d2', u'e0c1d24', u'e0c1d248', u'e0c1d248d', u'e0c1d248d6', u'e0c1d248d6d', u'e0c1d248d6d8', u'e0c1d248d6d88']",http://www.starwoodhotels.com/pub/media/1304/fpt1304ex.91945_tn.jpg,1304
