category,city,fax,added,last_checked,name,phone,country,address2,location_geocells,coord,id,last_refreshed,state,image_url,__scatter__,key,address,postal_code,brand,location
4,Los Angeles,(213) 488-4110,2010-08-21T11:06:15,2011-01-24T17:03:56,Sheraton Los Angeles Downtown Hotel,(213) 488-3500,United States,,"[u'8', u'8e', u'8e4', u'8e45', u'8e457', u'8e457c', u'8e457cb', u'8e457cb5', u'8e457cb57', u'8e457cb578', u'8e457cb5782', u'8e457cb57825', u'8e457cb578256']",,1598,2010-08-20T02:15:47,California,http://www.starwoodhotels.com/pub/media/1598/she1598ex.20937_tn.jpg,,129050,711 South Hope Street,90017,sheraton,"34.047708,-118.258134"
4,Panama City,(507) 305-5101,2010-08-20T23:21:28,2011-02-22T17:44:20,Sheraton Panama Hotel & Convention Center,(507) 305-5100,"Panama, Republic of",San Francisco,"[u'9', u'90', u'90b', u'90b5', u'90b5b', u'90b5b5', u'90b5b59', u'90b5b595', u'90b5b5959', u'90b5b59590', u'90b5b595908', u'90b5b5959082', u'90b5b59590827']",,3012,2010-08-19T14:21:48,,http://www.starwoodhotels.com/pub/media/3012/she3012wb44_tn.jpg,,129051,Vía Israel y Calle 77,0819-05896,sheraton,"8.98829,-79.50117"
5,Grand Cayman,(345) 949 5825,2010-08-21T01:11:44,2011-02-25T02:45:11,"The Westin Casuarina Resort & Spa, Grand Cayman",(345) 945 3800,Cayman Islands,P.O. Box 30620,"[u'9', u'92', u'929', u'929e', u'929e8', u'929e81', u'929e815', u'929e815c', u'929e815cb', u'929e815cb5', u'929e815cb5c', u'929e815cb5cb', u'929e815cb5cbf']",,1095,2010-08-19T16:18:05,,http://www.starwoodhotels.com/pub/media/1095/na1095ex1_tn.jpg,,129052,Seven Mile Beach,,westin,"19.3436184,-81.3950916"
4,Port Douglas,(61)(7) 4099 4424,2010-08-20T21:55:16,2011-02-20T21:43:44,Sheraton Mirage Port Douglas Resort,(61)(7) 4099 5888,Australia,,"[u'7', u'7c', u'7c9', u'7c95', u'7c959', u'7c9595', u'7c95958', u'7c95958a', u'7c95958a5', u'7c95958a5f', u'7c95958a5f8', u'7c95958a5f8a', u'7c95958a5f8a7']",,370,2010-08-19T12:54:34,Queensland,http://www.starwoodhotels.com/pub/media/370/ap370ex9_tn.jpg,,129053,"Davidson Street, P.O. Box 172",4877,sheraton,"-16.492588,145.464153"
5,Princeville Kauai,(808) 827-8701,2010-08-21T02:21:57,2011-02-26T13:45:39,The Westin Princeville Ocean Resort Villas,(808) 827-8700,United States,,"[u'8', u'82', u'82f', u'82fe', u'82fec', u'82fec3', u'82fec3c', u'82fec3c9', u'82fec3c9c', u'82fec3c9c9', u'82fec3c9c95', u'82fec3c9c956', u'82fec3c9c956f']",,5648,2010-08-19T17:28:19,Hawaii,http://www.starwoodhotels.com/pub/media/5648/svo5648po.60087_tn.jpg,,129054,3838 Wyllie Road,96722,westin,"22.2215856,-159.4686356"
4,New Delhi,(91)(11) 26113333,2010-08-21T05:41:27,2011-03-02T16:46:55,"ITC Maurya, New Delhi",(91)(11) 26112233,India,Sadar Patel Marg,"[u'c', u'cd', u'cd9', u'cd94', u'cd94d', u'cd94dc', u'cd94dcc', u'cd94dcc2', u'cd94dcc23', u'cd94dcc230', u'cd94dcc2304', u'cd94dcc23043', u'cd94dcc23043c']",,423,2010-08-19T20:50:53,New Delhi,http://www.starwoodhotels.com/pub/media/423/lux423lo.53449_tn.jpg,,129055,Diplomatic Enclave,110 021,luxury,"28.5898774,77.2134965"
2,Tucson,(520) 325-2989,2010-08-21T08:01:48,2011-01-20T20:03:13,Sheraton Tucson Hotel & Suites,(520) 323-6262,United States,,"[u'8', u'8d', u'8da', u'8da3', u'8da3a', u'8da3a6', u'8da3a6b', u'8da3a6bc', u'8da3a6bc3', u'8da3a6bc3a', u'8da3a6bc3ad', u'8da3a6bc3ad9', u'8da3a6bc3ad91']",,177,2010-08-19T23:11:16,Arizona,http://www.starwoodhotels.com/pub/media/177/she177po.75349_tn.jpg,,129056,5151 East Grant Road,85712,sheraton,"32.251676,-110.883347"
3,Pasadena,(626) 584-1390,2010-08-21T11:28:21,2011-01-25T04:04:02,Sheraton Pasadena Hotel,(626) 449-4000,United States,,"[u'8', u'8e', u'8e4', u'8e45', u'8e45d', u'8e45d5', u'8e45d5f', u'8e45d5fa', u'8e45d5fa1', u'8e45d5fa17', u'8e45d5fa176', u'8e45d5fa1763', u'8e45d5fa1763a']",,1196,2010-08-20T02:37:54,California,http://www.starwoodhotels.com/pub/media/1196/she1196ex.73548_tn.jpg,,129057,303 East Cordova Street,91101,sheraton,"34.142997,-118.144372"
1,Changshu,(86)(512) 5280 3588,2010-08-21T07:41:46,2011-01-20T10:03:08,Four Points by Sheraton Changshu,(86)(512) 5298 8888,China,,"[u'd', u'd9', u'd9b', u'd9b3', u'd9b35', u'd9b351', u'd9b351d', u'd9b351d5', u'd9b351d58', u'd9b351d583', u'd9b351d583d', u'd9b351d583d0', u'd9b351d583d05']",,1756,2010-08-19T22:51:13,Jiangsu,http://www.starwoodhotels.com/pub/media/1756/fpt1756ex.61429_tn.jpg,,130049,176 Zhujiang Road,215500,fourpoints,"31.6642295,120.7568457"
2,Cairo,(20)(2) 3377 1730,2010-08-21T06:47:38,2011-01-19T07:02:55,Le Méridien Pyramids,(20)(2) 3377 7070,Egypt,PO Box 25 Pyramids,"[u'c', u'c9', u'c99', u'c99c', u'c99c8', u'c99c8c', u'c99c8c2', u'c99c8c2d', u'c99c8c2d8', u'c99c8c2d86', u'c99c8c2d868', u'c99c8c2d868b', u'c99c8c2d868b0']",,1807,2010-08-19T21:57:07,,http://www.starwoodhotels.com/pub/media/1807/aime1807gr7_tn.jpg,,130050,El Remaya Square - Pyramids,12561,lemeridien,"29.988846,31.130469"
3,Nadi,(679) 675 0259,2010-08-20T21:47:14,2011-02-20T17:43:42,"The Westin Denarau Island Resort & Spa, Fiji",(679) 675 0000,Fiji,P.O. Box 9081,"[u'7', u'7d', u'7d7', u'7d7c', u'7d7c8', u'7d7c8b', u'7d7c8bf', u'7d7c8bf7', u'7d7c8bf7f', u'7d7c8bf7f5', u'7d7c8bf7f51', u'7d7c8bf7f51e', u'7d7c8bf7f51ee']",,202,2010-08-19T12:46:32,,http://www.starwoodhotels.com/pub/media/202/wes202lo.47339_tn.jpg,,130051,Denarau Island North,,westin,"-17.760045,177.363082"
4,Sofia,(359)(2) 9806464,2010-08-20T13:53:45,2011-02-10T19:21:38,Sheraton Sofia Hotel Balkan,(359)(2) 9816541,Bulgaria,,"[u'c', u'cb', u'cba', u'cba0', u'cba0c', u'cba0cb', u'cba0cb9', u'cba0cb93', u'cba0cb93c', u'cba0cb93c4', u'cba0cb93c47', u'cba0cb93c479', u'cba0cb93c4790']",,186,2010-08-19T05:02:26,,http://www.starwoodhotels.com/pub/media/186/lux186ex.73528_tn.jpg,,130052,5 Sveta Nedelya Square,1000,luxury,"42.697056,23.322194"
3,Fort Lauderdale,(954) 772-6867,2010-08-21T04:38:18,2011-03-01T09:46:33,The Westin Fort Lauderdale,(954) 772-1331,United States,,"[u'9', u'98', u'983', u'9837', u'98372', u'983720', u'9837202', u'98372025', u'983720259', u'983720259b', u'983720259ba', u'983720259ba3', u'983720259ba3f']",,1016,2010-08-19T19:47:43,Florida,http://www.starwoodhotels.com/pub/media/1016/wes1016ex.70775_tn.jpg,,130053,400 Corporate Drive,33334,westin,"26.204431,-80.138016"
3,Marrakech,(212)(524) 447446,2010-08-21T07:39:45,2011-01-20T09:03:08,Le Méridien N'Fis,(212)(524) 339400,Morocco,,"[u'9', u'9d', u'9de', u'9de4', u'9de4b', u'9de4ba', u'9de4bad', u'9de4bad4', u'9de4bad41', u'9de4bad418', u'9de4bad4189', u'9de4bad41894', u'9de4bad41894a']",,1817,2010-08-19T22:49:13,,http://www.starwoodhotels.com/pub/media/1817/mer1817ex.74889_tn.jpg,,130054,Avenue Mohammed VI,40000,lemeridien,"31.61909,-8.00753"
4,Mumbai,(91)(22) 28303131,2010-08-21T00:59:41,2011-02-24T20:45:05,"ITC Maratha, Mumbai",(91)(22) 28303030,India,Andheri (East),"[u'c', u'c7', u'c78', u'c78f', u'c78f5', u'c78f59', u'c78f598', u'c78f598b', u'c78f598b9', u'c78f598b95', u'c78f598b95f', u'c78f598b95f0', u'c78f598b95f0f']",,1349,2010-08-19T16:06:03,Maharashtra,http://www.starwoodhotels.com/pub/media/1349/she1349gr.49384_tn.jpg,,130055,"Sahar Airport Road, Near International Airport",400099,luxury,"19.10399,72.8695"
4,Colonia Del Sacramento,(598) 52 29001,2010-08-20T20:39:01,2011-02-19T07:43:13,Sheraton Colonia Golf & Spa Resort,(598) 52 29000,Uruguay,,"[u'3', u'31', u'31b', u'31be', u'31be5', u'31be51', u'31be515', u'31be5156', u'31be51562', u'31be515625', u'31be515625d', u'31be515625d0', u'31be515625d08']",,1534,2010-08-19T11:37:22,,http://www.starwoodhotels.com/pub/media/1534/she1534ex.27951_tn.jpg,,130056,Continuación de la Rambla de Las Américas S/N,70000,sheraton,"-34.4496,-57.84173"
4,Dubai,(971)(4) 295 6464,2010-08-21T03:50:11,2011-02-28T09:46:13,Al Sondos Suites by Le Méridien,(971)(4) 294 9797,United Arab Emirates,PO Box 113562,"[u'c', u'cc', u'cc1', u'cc1f', u'cc1fb', u'cc1fb9', u'cc1fb98', u'cc1fb987', u'cc1fb9870', u'cc1fb9870a', u'cc1fb9870af', u'cc1fb9870afc', u'cc1fb9870afcd']",,1902,2010-08-19T18:58:36,,http://www.starwoodhotels.com/pub/media/1902/mer1902ex.70377_tn.jpg,,130057,"Opp Deira City Center, Deira",,lemeridien,"25.25,55.3"
2,St. Louis,(314) 434-0140,2010-08-20T13:55:46,2011-02-10T20:21:39,Sheraton Westport Chalet Hotel St. Louis,(314) 878-1500,United States,,"[u'8', u'8f', u'8f7', u'8f7f', u'8f7f4', u'8f7f44', u'8f7f44d', u'8f7f44de', u'8f7f44de1', u'8f7f44de15', u'8f7f44de157', u'8f7f44de1573', u'8f7f44de1573d']",,795,2010-08-19T05:04:26,Missouri,http://www.starwoodhotels.com/pub/media/795/she795ex.37512_tn.jpg,,130058,191 Westport Plaza,63146,sheraton,"38.702148,-90.44774"
5,Scottsdale,(480) 624-1701,2010-08-21T10:02:07,2011-01-23T09:03:43,"The Westin Kierland Villas, Scottsdale",(480) 624-1700,United States,,"[u'8', u'8d', u'8da', u'8daa', u'8daab', u'8daab6', u'8daab61', u'8daab61e', u'8daab61eb', u'8daab61eb8', u'8daab61eb89', u'8daab61eb899', u'8daab61eb8995']",,5639,2010-08-20T01:11:36,Arizona,http://www.starwoodhotels.com/pub/media/5639/svo5639gr.41629_tn.jpg,,130059,15620 North Clubgate Drive,85254,westin,"33.628915,-111.938196"
3,Maspalomas,(34)(928) 943 010,2010-08-21T05:02:21,2011-03-01T21:46:40,Sheraton Salobre Golf Resort & Spa,(34)(928) 943 000,Spain,Gran Canaria,"[u'9', u'9d', u'9d3', u'9d3a', u'9d3ad', u'9d3ad5', u'9d3ad51', u'9d3ad510', u'9d3ad5103', u'9d3ad51035', u'9d3ad510356', u'9d3ad5103569', u'9d3ad51035697']",,1468,2010-08-19T20:12:47,Canary Islands,http://www.starwoodhotels.com/pub/media/1468/she1468po.34299_tn.jpg,,130060,Urbanizacion Salobre Golf SN,35100,sheraton,"27.7741924,-15.5320505"
1,Bandung,(62)(22) 2500301,2010-08-20T22:13:18,2011-02-21T07:43:54,Sheraton Bandung Hotel & Towers,(62)(22) 2500303,Indonesia,,"[u'7', u'7a', u'7a7', u'7a78', u'7a784', u'7a784a', u'7a784a9', u'7a784a95', u'7a784a95d', u'7a784a95da', u'7a784a95dac', u'7a784a95dac2', u'7a784a95dac28']",,276,2010-08-19T13:12:35,West Java,http://www.starwoodhotels.com/pub/media/276/she276ex.82965_tn.jpg,,131046,Jalan Ir. H. Juanda No. 390,40135,sheraton,"-6.87545,107.62087"
2,Jacksonville,(904) 714-3999,2010-08-21T07:13:41,2011-01-19T20:03:01,Aloft Jacksonville Airport,(904) 714-3800,United States,,"[u'9', u'98', u'989', u'989b', u'989b7', u'989b77', u'989b778', u'989b7784', u'989b77847', u'989b778475', u'989b7784755', u'989b77847555', u'989b77847555b']",,3055,2010-08-19T22:23:10,Florida,http://www.starwoodhotels.com/pub/media/alf/alfex.72520_tn.jpg,,131047,751 Skymarks Drive,32218,alofthotels,"30.4767709,-81.6339248"
3,Kansas City,(816) 561-7330,2010-08-20T05:16:34,2011-01-30T11:07:36,Sheraton Suites Country Club Plaza,(816) 931-4400,United States,,"[u'8', u'8f', u'8f7', u'8f7a', u'8f7ac', u'8f7ac5', u'8f7ac56', u'8f7ac56d', u'8f7ac56db', u'8f7ac56db9', u'8f7ac56db9f', u'8f7ac56db9f4', u'8f7ac56db9f4a']",,95,2010-08-18T20:24:27,Missouri,http://www.starwoodhotels.com/pub/media/95/she95ex.33253tif_tn.jpg,,131048,770 W 47th Street,64112,sheraton,"39.0424579,-94.5957565"
3,Firenze,(39)(055) 680747,2010-08-20T13:57:46,2011-02-10T21:21:40,Sheraton Firenze Hotel & Conference Center,(39)(055) 64901,Italy,,"[u'c', u'ca', u'cae', u'cae8', u'cae80', u'cae80a', u'cae80a9', u'cae80a95', u'cae80a950', u'cae80a9503', u'cae80a9503a', u'cae80a9503a2', u'cae80a9503a27']",,305,2010-08-19T05:06:27,,http://www.starwoodhotels.com/pub/media/305/she305ex.10758_tn.jpg,,131049,Via Giovanni Agnelli 33,50126,sheraton,"43.7478747,11.2888136"
3,Brussels,(32)(2) 646 6344,2010-08-20T13:59:47,2011-02-10T22:21:40,Four Points by Sheraton Brussels,(32)(2) 645 6111,Belgium,,"[u'e', u'e0', u'e08', u'e085', u'e0852', u'e08521', u'e08521c', u'e08521c6', u'e08521c6e', u'e08521c6ec', u'e08521c6ecb', u'e08521c6ecb8', u'e08521c6ecb8d']",,1140,2010-08-19T05:08:27,,http://www.starwoodhotels.com/pub/media/1140/fpt1140ex.71322_tn.jpg,,131050,Rue Paul Spaak 15,1000,fourpoints,"50.8280603,4.3651125"
3,Tunis Carthage Cedex,(216)(71)782 208,2010-08-21T10:48:12,2011-01-24T08:03:52,Sheraton Tunis Hotel & Towers,(216)(71) 782 100,Tunisia,B.P. 345,"[u'c', u'ca', u'ca1', u'ca14', u'ca145', u'ca145a', u'ca145a4', u'ca145a42', u'ca145a42a', u'ca145a42a7', u'ca145a42a7d', u'ca145a42a7d7', u'ca145a42a7d7c']",,1483,2010-08-20T01:57:43,,http://www.starwoodhotels.com/pub/media/1483/she1483ex.28789_tn.jpg,,131051,Avenue de la Ligue Arabe,1080,sheraton,"33.886917,9.537499"
4,Weehawken,(201) 617-5627,2010-08-20T05:34:38,2011-01-30T20:07:40,Sheraton Lincoln Harbor Hotel,(201) 617-5600,United States,,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7bb', u'9ac7bb7', u'9ac7bb7a', u'9ac7bb7ab', u'9ac7bb7ab4', u'9ac7bb7ab4f', u'9ac7bb7ab4fc', u'9ac7bb7ab4fc3']",,1177,2010-08-18T20:42:31,New Jersey,http://www.starwoodhotels.com/pub/media/1177/na1177ex4_tn.jpg,,131052,500 Harbor Boulevard,07086,sheraton,"40.7587448,-74.0235105"
3,Charlotte,(704) 333-0699,2010-08-20T03:24:06,2011-01-26T04:04:15,Aloft Charlotte Uptown at the EpiCentre,(704) 333-1999,United States,,"[u'9', u'9a', u'9a1', u'9a1c', u'9a1c4', u'9a1c42', u'9a1c428', u'9a1c4287', u'9a1c42870', u'9a1c42870c', u'9a1c42870c2', u'9a1c42870c29', u'9a1c42870c290']",,3007,2010-08-18T18:34:15,North Carolina,http://www.starwoodhotels.com/pub/media/3007/alf3007ex.79854_tn.jpg,,131053,210  East Trade Street,28202,alofthotels,"35.225324,-80.842187"
3,Incheon,(82)(32) 835 1001,2010-08-20T05:00:31,2011-01-30T02:07:30,Sheraton Incheon Hotel,(82)(32) 835 1000,South Korea,,"[u'd', u'db', u'db6', u'db66', u'db660', u'db6608', u'db6608d', u'db6608db', u'db6608dbf', u'db6608dbfe', u'db6608dbfe3', u'db6608dbfe37', u'db6608dbfe37e']",,3342,2010-08-18T20:08:25,,http://www.starwoodhotels.com/pub/media/3342/she3342ex.86814_tn.jpg,,131054,"6-9 Songdo-Dong, Yeonsu-Gu",406-840,sheraton,"37.3863652,126.6388839"
4,Portland,(503) 222-9997,2010-08-20T14:02:48,2011-02-11T01:21:42,"the Nines, Portland",(877) 229-9995,United States,,"[u'a', u'a4', u'a44', u'a440', u'a440d', u'a440da', u'a440daa', u'a440daa5', u'a440daa5a', u'a440daa5ac', u'a440daa5acd', u'a440daa5acde', u'a440daa5acde4']",,1757,2010-08-19T05:10:27,Oregon,http://www.starwoodhotels.com/pub/media/1757/lux1757gr.69408_tn.jpg,,131055,525 SW Morrison,97204,luxury,"45.5188806,-122.6778336"
3,Toronto,(905) 672-7100,2010-08-20T14:04:48,2011-02-11T02:21:42,Sheraton Gateway Hotel in Toronto International Airport,(905) 672-7000,Canada,,"[u'9', u'9a', u'9ab', u'9abd', u'9abd1', u'9abd13', u'9abd13c', u'9abd13cb', u'9abd13cb7', u'9abd13cb7b', u'9abd13cb7b0', u'9abd13cb7b0e', u'9abd13cb7b0ee']",,692,2010-08-19T05:12:27,Ontario,http://www.starwoodhotels.com/pub/media/692/she692ex.78730_tn.jpg,,131056,"Terminal 3, Toronto AMF, P.O. Box 3000",L5P 1C4,sheraton,"43.6691521,-79.6628408"
6,Dana Point,(949) 234-3201,2010-08-21T09:30:00,2011-01-22T17:03:35,The St. Regis Monarch Beach,(949) 234-3200,United States,,"[u'8', u'8c', u'8cf', u'8cfa', u'8cfa9', u'8cfa92', u'8cfa92e', u'8cfa92ec', u'8cfa92ecc', u'8cfa92ecc0', u'8cfa92ecc0d', u'8cfa92ecc0dc', u'8cfa92ecc0dc6']",,1361,2010-08-20T00:39:29,California,http://www.starwoodhotels.com/pub/media/1361/str1361ex.18625_tn.jpg,,131057,One Monarch Beach Resort,92629,stregis,"33.482319,-117.715448"
4,Mahwah,(201) 529-4709,2010-08-20T14:06:48,2011-02-11T03:21:43,Sheraton Mahwah Hotel,(201) 529-1660,United States,Route 17 North,"[u'9', u'9a', u'9ac', u'9acd', u'9acd3', u'9acd3a', u'9acd3a2', u'9acd3a27', u'9acd3a273', u'9acd3a273b', u'9acd3a273b2', u'9acd3a273b2e', u'9acd3a273b2e8']",,868,2010-08-19T05:14:27,New Jersey,http://www.starwoodhotels.com/pub/media/868/she868ex.24929_tn.jpg,,131058,1 International Boulevard,07495,sheraton,"41.103884,-74.161448"
6,Barcelona,(34) 93 3123506,2010-08-20T14:08:48,2011-02-11T04:21:43,W Barcelona,(34)(93) 295 2800,Spain,Final Passeig de Joan de Borbo,"[u'c', u'ca', u'ca8', u'ca8b', u'ca8b3', u'ca8b30', u'ca8b305', u'ca8b305e', u'ca8b305ef', u'ca8b305ef5', u'ca8b305ef5a', u'ca8b305ef5ae', u'ca8b305ef5aeb']",,3183,2010-08-19T05:16:28,,http://www.starwoodhotels.com/pub/media/3183/who3183ex.88745_tn.jpg,,131059,"Placa de la Rosa dels Vents, 1",08039,whotels,"41.6706257,1.8399197"
2,Kuala Lumpur,(60)(3) 2717 9999,2010-08-20T22:47:23,2011-02-22T00:44:07,Sheraton Imperial Kuala Lumpur Hotel,(60)(3) 2717 9900,Malaysia,,"[u'd', u'd0', u'd06', u'd060', u'd0603', u'd0603b', u'd0603ba', u'd0603ba4', u'd0603ba4f', u'd0603ba4fc', u'd0603ba4fc2', u'd0603ba4fc28', u'd0603ba4fc28b']",,129,2010-08-19T13:47:39,,http://www.starwoodhotels.com/pub/media/129/she129lo.54258_tn.jpg,,132041,Jalan Sultan Ismail,50250,sheraton,"3.155552,101.705252"
2,Midwest City,(405) 455-1880,2010-08-20T03:34:07,2011-01-28T03:06:45,Sheraton Midwest City Hotel at the Reed Conference Center,(405) 455-1800,United States,,"[u'8', u'8f', u'8f4', u'8f4c', u'8f4c6', u'8f4c6d', u'8f4c6dc', u'8f4c6dc8', u'8f4c6dc85', u'8f4c6dc852', u'8f4c6dc8522', u'8f4c6dc85227', u'8f4c6dc85227d']",,1494,2010-08-18T18:44:17,Oklahoma,http://www.starwoodhotels.com/pub/media/1494/she1494ex.36346_tn.jpg,,132042,5750 Will Rogers Road,73110,sheraton,"35.4476184,-97.4225527"
4,Alexandria,(703) 548-4514,2010-08-20T14:10:50,2011-02-11T05:21:44,Sheraton Suites Old Town Alexandria,(703) 836-4700,United States,,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b0', u'9a6b0f', u'9a6b0f1', u'9a6b0f1e', u'9a6b0f1e6', u'9a6b0f1e6e', u'9a6b0f1e6e4', u'9a6b0f1e6e42', u'9a6b0f1e6e424']",,90,2010-08-19T05:18:28,Virginia,http://www.starwoodhotels.com/pub/media/90/she90ex.71271_tn.jpg,,132043,801 North Saint Asaph Street,22314,sheraton,"38.813165,-77.043502"
3,Izmir,(90)(232) 723 1856,2010-08-20T14:12:50,2011-02-11T06:21:46,"Sheraton Cesme Hotel, Resort and Spa",(90)(232) 723 1240,Turkey,Cesme,"[u'c', u'cb', u'cb2', u'cb2c', u'cb2c7', u'cb2c7a', u'cb2c7a8', u'cb2c7a88', u'cb2c7a88a', u'cb2c7a88a5', u'cb2c7a88a5c', u'cb2c7a88a5c8', u'cb2c7a88a5c8f']",,1353,2010-08-19T05:20:28,,http://www.starwoodhotels.com/pub/media/1353/she1353ex.53324_tn.jpg,,132044,"Sifne Caddesi, No. 35, llica",35940,sheraton,"38.30601,26.36841"
4,St. Julians,(356)(21) 381347,2010-08-20T04:06:22,2011-01-28T20:07:10,"The Westin Dragonara Resort, Malta",(356)(21) 381000,Malta,,"[u'c', u'ca', u'ca4', u'ca4e', u'ca4e1', u'ca4e12', u'ca4e127', u'ca4e127e', u'ca4e127eb', u'ca4e127eba', u'ca4e127eba1', u'ca4e127eba1c', u'ca4e127eba1cd']",,1107,2010-08-18T19:14:19,,http://www.starwoodhotels.com/pub/media/1107/wes1107gr.62830_tn.jpg,,132045,Dragonara Road,STJ 02,westin,"35.92515,14.49249"
4,Hyderabad,(91)(40) 23401045,2010-08-21T00:23:36,2011-02-24T01:44:49,"ITC Kakatiya, Hyderabad",(91)(40) 23400132,India,,"[u'c', u'c7', u'c79', u'c795', u'c795f', u'c795f0', u'c795f0f', u'c795f0fa', u'c795f0fa7', u'c795f0fa7e', u'c795f0fa7ec', u'c795f0fa7ece', u'c795f0fa7ece7']",,1119,2010-08-19T15:23:57,Andhra Pradesh,http://www.starwoodhotels.com/pub/media/1119/she1119ex.37250_tn.jpg,,132046,"63-3-1187, Begumpet",500016,luxury,"17.444865,78.469396"
3,Philadelphia,(215) 448-2864,2010-08-20T14:14:51,2011-02-11T07:21:46,Sheraton Philadelphia City Center Hotel,(215) 448-2000,United States,,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4e', u'9ac4e2', u'9ac4e25', u'9ac4e25a', u'9ac4e25aa', u'9ac4e25aa6', u'9ac4e25aa66', u'9ac4e25aa66a', u'9ac4e25aa66a8']",,1776,2010-08-19T05:22:28,Pennsylvania,http://www.starwoodhotels.com/pub/media/1776/she1776ex.73424_tn.jpg,,132047,17th & Race Street,19103,sheraton,"39.956841,-75.167597"
4,Atlanta,(404) 365-8787,2010-08-21T10:38:11,2011-01-24T03:03:50,The Westin Buckhead Atlanta,(404) 365-0065,United States,,"[u'9', u'9a', u'9a1', u'9a10', u'9a100', u'9a1008', u'9a10082', u'9a100821', u'9a1008215', u'9a10082154', u'9a100821544', u'9a1008215447', u'9a1008215447c']",,1485,2010-08-20T01:47:42,Georgia,http://www.starwoodhotels.com/pub/media/1485/wes1485ex.20151_tn.jpg,,132048,"3391 Peachtree Road, N.E.",30326,westin,"33.8488938,-84.3644506"
3,Chiang Rai,(66)(53) 603 330,2010-08-21T01:29:48,2011-02-25T11:45:16,"Le Méridien Chiang Rai Resort, Thailand",(66)(53) 603 333,Thailand,"Tambon Robwieng, Amphur Muang","[u'd', u'd2', u'd2b', u'd2b4', u'd2b47', u'd2b477', u'd2b4775', u'd2b47751', u'd2b47751a', u'd2b47751a0', u'd2b47751a0e', u'd2b47751a0ec', u'd2b47751a0ecc']",,3160,2010-08-19T16:36:09,,http://www.starwoodhotels.com/pub/media/3160/mer3160ex.85545_tn.jpg,,132049,221 / 2 Moo 20 Kwaewai Road,57000,lemeridien,"19.9094444,99.8275"
4,Alexandria,(703) 253-8605,2010-08-20T14:16:51,2011-02-11T08:21:46,The Westin Alexandria,(703) 253-8600,United States,,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b0', u'9a6b0d', u'9a6b0da', u'9a6b0dae', u'9a6b0daec', u'9a6b0daecf', u'9a6b0daecf2', u'9a6b0daecf2e', u'9a6b0daecf2e0']",,1718,2010-08-19T05:24:28,Virginia,http://www.starwoodhotels.com/pub/media/1718/wes1718ex.54452_tn.jpg,,132050,400 Courthouse Square,22314-5700,westin,"38.802929,-77.065267"
4,Douala,(237) (3) 342 3507,2010-08-20T22:51:23,2011-02-22T02:44:09,Le Méridien Douala,(237) (3) 343 5000,Cameroon,PO Box 3232,"[u'c', u'c0', u'c03', u'c036', u'c036d', u'c036de', u'c036dea', u'c036dea6', u'c036dea6e', u'c036dea6e7', u'c036dea6e71', u'c036dea6e714', u'c036dea6e7144']",,1804,2010-08-19T13:51:41,,http://www.starwoodhotels.com/pub/media/1804/mer1804wn.48005_tn.jpg,,132051,35 Avenue des Cocotiers,,lemeridien,"4.036961,9.6828762"
4,New Delhi,(91)(11) 371 6996,2010-08-21T05:43:28,2011-03-02T17:46:56,Le Méridien New Delhi,(91)(11) 23710101,India,,"[u'c', u'cd', u'cd9', u'cd94', u'cd94d', u'cd94de', u'cd94de6', u'cd94de61', u'cd94de610', u'cd94de610c', u'cd94de610cc', u'cd94de610ccb', u'cd94de610ccb8']",,1831,2010-08-19T20:52:54,New Delhi,http://www.starwoodhotels.com/pub/media/1831/mer1831ex.85363_tn.jpg,,132052,Windsor Place,,lemeridien,"28.6198536,77.2182892"
4,Lake Mary,(407) 531-3553,2010-08-21T05:47:28,2011-03-02T19:46:57,"The Westin Lake Mary, Orlando North",(407) 531-3555,United States,,"[u'9', u'98', u'989', u'9894', u'9894a', u'9894ac', u'9894ac9', u'9894ac9b', u'9894ac9ba', u'9894ac9ba0', u'9894ac9ba0f', u'9894ac9ba0fd', u'9894ac9ba0fdd']",,3088,2010-08-19T20:56:56,Florida,http://www.starwoodhotels.com/pub/media/3088/wes3088ex.86330_tn.jpg,,132053,2974 International Parkway,32746,westin,"28.7726646,-81.3589105"
4,New Orleans,(504) 581-7179,2010-08-21T06:39:37,2011-03-03T21:47:14,W New Orleans,(504) 525-9444,United States,,"[u'8', u'8d', u'8dd', u'8ddd', u'8dddd', u'8dddd7', u'8dddd78', u'8dddd785', u'8dddd7855', u'8dddd78554', u'8dddd785549', u'8dddd7855495', u'8dddd78554951']",,2030,2010-08-19T21:49:05,Louisiana,http://www.starwoodhotels.com/pub/media/2030/who2030lo.82346_tn.jpg,,132054,333 Poydras Street,70130,whotels,"29.948818,-90.066444"
